,polarity_peak,Lipid.class,Lipid.species,fragmentation,adduct,other.mode,MZ.target,RT.data,init_peak,polarity,schiz_peak,healthy_predicted,rt_error,ppm_error,schiz_peak_WO_,corr_all,corr_HC,polarity_schiz_peak
6,negFT08039,LPC,LPC 20:4,LPC(20:4),M-H+FA,posFT17228,588.3309603,2.274385325,FT08039,neg,FT09175,FT08039,-0.0019544892254987,1.5810657596631517,FT09175,0.6552669973791965,0.7559060297005581,negFT09175
7,negFT08093,LPC,LPC 20:3,LPC(20:3),M-H+FA,posFT17317,590.346578,2.541731517,FT08093,neg,FT09237,FT08093,0.0006135200266026,1.914908258926013,FT09237,0.5870467567046073,0.7476693345996335,negFT09237
8,negFT08631,LPC,LPC 22:6,LPC(22:6),M-H+FA,posFT18633,612.3309577,2.210540517,FT08631,neg,FT10066,FT08631,-0.0055922563136729,1.5083478443806442,FT10066,0.6325518240962437,0.7842886500673962,negFT10066
9,negFT08691,LPC,LPC 22:5,LPC(22:5),M-H+FA,posFT18753,614.3465944,2.650324758,FT08691,neg,FT10167,FT08691,0.0017212435318829,1.6545240179262732,FT10167,0.5347800517952881,0.7590509545213561,negFT10167
10,negFT08742,LPC,LPC 22:4,LPC(22:4),M-H+FA,posFT18961,616.3622865,2.850808716,FT08742,neg,FT10237,FT08742,0.0034244890156953,1.460075614098247,FT10237,0.3019556183659405,0.741288646009648,negFT10237
11,negFT12114,PE,PE 34:1,PE(16:0_18:1). PE(16:1_18:0),M-H,posFT28382,716.5237342,7.445465597,FT12114,neg,FT14241,FT12114,0.0072644630516967,0.6858822612901118,FT14241,0.5856311554704852,0.5170946924446418,negFT14241
12,negFT13295,PE,PE 36:1,PE(18:0_18:1),M-H,posFT30239,744.5553223,8.549266561,FT13295,neg,FT15590,FT13295,-0.004231910270132,0.837177112354227,FT15590,0.5464542526915319,0.4547228178049105,negFT15590
13,negFT13217,PE,PE 36:2,PE(18:1_18:1). PE(18:2_18:0),M-H,posFT30083,742.5394269,7.637660217,FT13217,neg,FT15487,FT13217,-0.000858026188685,0.6866863801713198,FT15487,0.71100315935278,0.4523855309825585,negFT15487
14,negFT13116,PE,PE 36:3,PE(18:1_18:2). PE(16:0_20:3),M-H,posFT29923,740.5239964,6.910766602,FT13116,neg,FT15377,FT13116,0.0018610554876357,0.51411530824278,FT15377,0.3581617955572301,0.5353663091265443,negFT15377
15,negFT14183,PE,PE 38:3,PE(18:0_20:3). PE(18:1_20:2). PE(16:0_22:3),M-H,posFT31878,768.5544738,7.981209564,FT14183,neg,FT16787,FT14183,-0.0019525061129312,0.420164231307402,FT16787,0.7622936680167864,0.667537846761188,negFT16787
16,negFT14095,PE,PE 38:4,PE(16:0_22:4),M-H,posFT31763,766.5391412,7.286313375,FT14095,neg,FT16683,FT14095,0.0023901449605867,0.2435489898465316,FT16683,0.7742147375949381,0.6023400670898352,negFT16683
17,negFT14094,PE,PE 38:4,PE(18:0_20:4),M-H,posFT31759,766.5392456,7.62094396,FT14094,neg,FT16682,FT14094,-0.0001325059730445,0.5694259883988606,FT16682,0.8260873811498118,0.5967108740383152,negFT16682
18,negFT13958,PE,PE 38:6,PE(16:0_22:6),M-H,posFT31414,762.5079647,6.426330058,FT13958,neg,FT16480,FT13958,0.0023530376281541,0.4127624976086725,FT16480,0.8540909459348228,0.7000847680640315,negFT16480
19,negFT15128,PE,PE 40:5,PE(18:0_22:5),M-H,posFT33606,792.554765,8.03495992,FT15128,neg,FT18097,FT15128,-0.0030567436673312,0.2131327214353805,FT18097,0.849332617701193,0.6876304829408881,negFT18097
20,negFT15132,PE,PE 40:5,PE(18:1_22:4). PE(18:0_22:5). PE(20:4_20:1),M-H,posFT33604,792.5584845,7.46037089,FT15132,neg,FT18098,FT15132,0.0179475350648115,-0.7795880953021147,FT18098,0.3654444814993151,0.3653003774478425,negFT18098
22,negFT14958,PE,PE 40:7,PE(18:1_22:6). PE(20:3_20:4),M-H,posFT33313,788.5236466,6.584942627,FT14958,neg,FT17893,FT14958,-0.0017290804028489,0.0915665559145161,FT17893,0.7867212480086492,0.6796801724986249,negFT17893
23,negFT16013,PE,PE 42:9,PE(20:4_22:5),M-H,,812.5241216,6.460215251,FT16013,neg,FT19151,FT16013,-0.0226633136018428,-0.2003486666720506,FT19151,0.7479791078521549,0.7215719281777815,negFT19151
24,negFT16014,PE,PE 42:9,PE(20:3_22:6). PE(20:4_22:5),M-H,posFT35119,812.5246538,6.209049479,FT16014,neg,FT19152,FT16014,0.0032647699697001,-0.1585661812042209,FT19152,0.8090689188766516,0.6592067925310373,negFT19152
25,negFT16097,PE,PE 42:8,PE(20:4_22:4),M-H,posFT35252,814.5395712,6.685447184,FT16097,neg,FT19253,FT16097,0.0019476052041325,-0.1748737903070909,FT19253,0.7287707726370424,0.5188845679178097,negFT19253
26,negFT05797,LPE,LPE 18:1,LPE(18:1),M-H,posFT13241,478.2935691,2.817022832,FT05797,neg,FT06133,FT05797,0.0034404384999104,2.2521385581663296,FT06133,-0.0694366918675021,0.8800283960238088,negFT06133
27,negFT06195,LPE,LPE 20:4,LPE(20:4),M-H,posFT14573,500.278086,2.341252899,FT06195,neg,FT06639,FT06195,-0.0002545445135613,2.167625446758245,FT06639,-0.0123574342710226,0.6922998108852205,negFT06639
28,negFT06234,LPE,LPE 20:3,LPE(20:3),M-H,posFT14724,502.2937085,2.608840688,FT06234,neg,FT06696,FT06234,0.000818035486926,2.2851022564266583,FT06696,-0.3220607709407254,0.8481338769916017,negFT06696
29,negFT06235,LPE,LPE 20:3,LPE(20:3),M-H,,502.2937033,2.835860697,FT06235,neg,FT06695,FT06235,-0.0061461887806064,2.501160173816994,FT06695,0.2109513063601636,0.8524652708444066,negFT06695
30,negFT06677,LPE,LPE 22:6,LPE(22:6),M-H,posFT15883,524.2781745,2.282596334,FT06677,neg,FT07289,FT06677,-0.003101738342234,1.9318361907442556,FT07289,0.5887736587434894,0.8099072997730407,negFT07289
31,negFT06777,LPE,LPE 22:4,LPE(22:4),M-H,posFT16247,528.3095265,2.917649206,FT06777,neg,FT07425,FT06777,-0.0025108780519058,2.0185770447036693,FT07425,-0.3950973549692209,0.8098214313269697,negFT07425
32,negFT14216,PG,PG 36:4,PG(18:2_18:2),M-H,,769.5026248,5.281371053,FT14216,neg,FT16827,FT14216,-0.0093079930833148,0.3233222634113121,FT16827,0.4637784523510915,0.8355222265815963,negFT16827
33,negFT14215,PG,PG 36:4,PG(16:0_20:4),M-H,,769.5028454,5.916341654,FT14215,neg,FT16826,FT14215,-0.0016247158170434,0.4679332775494322,FT16826,0.6943098915122103,0.8613551541550243,negFT16826
34,negFT17187,PG,PG 42:10,PG(20:4_22:6),M-H,,841.5022538,5.123067983,FT17187,neg,FT20586,FT17187,-0.0099465258694007,-0.3315744161203476,FT20586,0.6799984957094184,0.8067999552278751,negFT20586
35,negFT11542,PE_P,PE_P 34:1,PE(P-16:0_18:1). PE(P-18:1_16:0),M-H,posFT27427,700.5289149,8.021906026,FT11542,neg,FT13539,FT11542,0.0023968990453848,1.078152710529437,FT13539,0.8469191445260628,0.8212556491163807,negFT13539
36,negFT12620,PE_P,PE_P 36:1,PE(P-18:0_18:1),M-H,posFT29118,728.5605051,9.266494242,FT12620,neg,FT14799,FT12620,0.0051013201015752,0.656590647981206,FT14799,0.8423086193902185,0.4380758322956462,negFT14799
37,negFT12362,PE_P,PE_P 36:4,PE(P-16:0_20:4),M-H,posFT28749,722.5131501,7.128144328,FT12362,neg,FT14486,FT12362,0.0093402746240851,0.7560760589957403,FT14486,0.3622193614194542,0.3735116607324987,negFT14486
38,negFT13549,PE_P,PE_P 38:4,PE(P-16:0_22:4),M-H,posFT30571,750.5444598,7.821425374,FT13549,neg,FT15909,FT13549,0.0043327188291089,0.5928983447776077,FT15909,0.7656247267797196,0.5792030672992587,negFT15909
39,negFT13548,PE_P,PE_P 38:4,PE(P-18:0_20:4),M-H,posFT30570,750.5443364,8.189462789,FT13548,neg,FT15910,FT13548,0.0009382734849481,0.7059957106510959,FT15910,0.6399734638427355,0.3473652897324252,negFT15910
40,negFT13466,PE_P,PE_P 38:5,PE(P-16:1_22:4),M-H,posFT30431,748.528633,7.294716136,FT13466,neg,FT15790,FT13466,0.0016796059939547,0.4564367825779658,FT15790,0.7926511685096771,0.6499647970986403,negFT15790
41,negFT14635,PE_P,PE_P 40:4,PE(P-18:0_22:4),M-H,posFT32503,778.5756944,9.00791626,FT14635,neg,FT17394,FT14635,0.0027612180994669,0.4290355269496718,FT17394,0.5610409037311294,0.2450861302400703,negFT17394
43,negFT14633,PE_O,PE_O 40:5,PE(O-18:2_22:3),M-H,posFT32505,778.5738077,8.600990804,FT14633,neg,FT17396,FT14633,0.0937821596468868,-1.0137714510787803,FT17396,0.4722113894258266,0.7906993545693751,negFT17396
44,negFT13647,PE_P,PE_P 38:3,PE(P-18:0_20:3),M-H,,752.5602955,9.083398438,FT13647,neg,FT16017,FT13647,0.0080624489278093,0.7760369948650075,FT16017,0.5531724332567931,0.8438122272372635,negFT16017
45,negFT14531,PE_P,PE_P 40:5,PE(P-18:0_22:5),M-H,posFT32391,776.5602924,8.631099447,FT14531,neg,FT17250,FT14531,-0.0084875692467427,0.5413355043774268,FT17250,0.7796512388390485,0.6342764554406537,negFT17250
46,negFT14532,PE_P,PE_P 40:5,PE(P-18:1_22:4),M-H,posFT32392,776.5596426,7.963519796,FT14532,neg,FT17249,FT14532,0.0036072777931028,0.3353000453385439,FT17249,0.5393224015348673,0.5926010396771119,negFT17249
47,negFT07002,LPC,LPC 16:1,LPC(16:1),M-H+FA,posFT14172,538.3151803,2.049813716,FT07002,neg,FT07718,FT07002,0.0097074095353151,2.052667425147344,FT07718,0.5667560120312369,0.7871927079998898,negFT07718
48,negFT08198,LPC,LPC 20:1,LPC(20:1),M-H+FA,posFT17545,594.3778739,3.544351451,FT08198,neg,FT09414,FT08198,-0.0093050045467846,1.6243593405871828,FT09414,0.2097409799127264,0.6257313295684341,negFT09414
49,negFT12359,PC,PC 28:0,PC(14:0_14:0),M-H+FA,posFT25834,722.4978625,5.551480103,FT12359,neg,FT14485,FT12359,0.0038289073811279,1.1734537870378825,FT14485,0.4834385110149153,0.8294166724788569,negFT14485
50,negFT13546,PC,PC 30:0,PC(14:0_16:0),M-H+FA,posFT27649,750.5294216,6.208659363,FT13546,neg,FT15906,FT13546,0.0037428667937966,0.47945035221034,FT15906,0.7237914253045395,0.7461579827679578,negFT15906
51,negFT13462,PC,PC 30:1,PC(14:0_16:1),M-H+FA,posFT27539,748.5136851,5.716245015,FT13462,neg,FT15786,FT13462,-0.0004135929501707,0.8442184453127574,FT15786,0.3466881837354494,0.8023913560786127,negFT15786
52,negFT14629,PC,PC 32:0,PC(16:0_16:0),M-H+FA,posFT29385,778.5601936,7.019797007,FT14629,neg,FT17391,FT14629,0.0062744004998114,0.2551478619060387,FT17391,0.7711485485515155,0.7540771517970807,negFT17391
53,negFT14527,PC,PC 32:1,PC(16:0_16:1). PC(18:1_14:0),M-H+FA,posFT29230,776.5447972,6.384538778,FT14527,neg,FT17248,FT14527,-0.0037650907096358,0.3148749368331452,FT17248,0.270064422123781,0.7162197633978835,negFT17248
54,negFT14406,PC,PC 32:2,PC(16:1_16:1),M-H+FA,posFT29111,774.5293916,5.849216207,FT14406,neg,FT17109,FT14406,0.0832803739592966,0.1855662486045602,FT17109,0.5669296719187192,0.7782027851892283,negFT17109
55,negFT14410,PC,PC 32:2,PC(16:1_16:1). PC(18:1_14:1),M-H+FA,posFT29112,774.5319932,6.175306702,FT14410,neg,FT17108,FT14410,-0.0034524934951338,-0.6218306871054078,FT17108,0.3319260125260296,0.906629979433202,negFT17108
56,negFT15038,PC,PC 33:1,PC(15:0_18:1). PC(16:0_17:1). PC(16:1_17:0),M-H+FA,posFT30238,790.5597405,6.785672506,FT15038,neg,FT17983,FT15038,0.0023860403347697,0.2079988592213554,FT17983,0.3339926148157788,0.7902657854256301,negFT17983
57,negFT15739,PC,PC 34:0,PC(16:0_18:0),M-H+FA,posFT31268,806.5915126,8.053466543,FT15739,neg,FT18853,FT15739,-0.0113435115820834,0.1655043836550744,FT18853,0.6879006334692088,0.798356246396716,negFT18853
58,negFT15628,PC,PC 34:1,PC(16:0_18:1). PC(16:1_18:0),M-H+FA,posFT31095,804.5756954,7.228266144,FT15628,neg,FT18736,FT15628,-0.0031858892701386,0.0255693001697016,FT18736,0.2912500767923197,0.517143781495916,negFT18736
59,negFT15512,PC,PC 34:2,PC(16:0_18:2). PC(16:1_18:1),M-H+FA,posFT30967,802.5602397,6.551603699,FT15512,neg,FT18597,FT15512,0.0045425403367955,0.0663180592129697,FT18597,0.4589509916494128,0.7206886709221679,negFT18597
60,negFT15440,PC,PC 34:3,PC(34:3),M-H+FA,posFT30850,800.5449773,6.000103251,FT15440,neg,FT18481,FT15440,-0.0111699142596952,0.2681346778102634,FT18481,0.5664045203815072,0.7708552428737915,negFT18481
61,negFT15441,PC,PC 34:3,PC(16:0_18:3). PC(16:2_18:1). PC(16:1_18:2),M-H+FA,posFT30849,800.5449656,6.19226532,FT15441,neg,FT18480,FT15441,-0.0034234763441283,-0.1177839183861963,FT18480,0.693852944132726,0.7481018824563728,negFT18480
63,negFT16244,PC,PC 35:1,PC(17:0_18:1). PC(17:1_18:0),M-H+FA,posFT32132,818.5915912,7.72966156,FT16244,neg,FT19451,FT16244,0.0013056956051578,0.0724444008596583,FT19451,0.2741400749757153,0.7922044487508625,negFT19451
64,negFT16170,PC,PC 35:2,PC(17:1_18:1). PC(17:0_18:2),M-H+FA,posFT32020,816.5752271,6.967778524,FT16170,neg,FT19356,FT16170,0.0033338493841492,-0.130477545194555,FT19356,0.7203788501911128,0.8858638233118002,negFT19356
65,negFT16100,PC,PC 35:3,PC(17:1_18:2),M-H+FA,posFT31872,814.5597473,6.359167735,FT16100,neg,FT19257,FT16100,-0.0024269392802427,-0.3282661660238556,FT19257,0.1885370575837393,0.6927311058114541,negFT19257
66,negFT16819,PC,PC 36:1,PC(18:0_18:1),M-H+FA,posFT33116,832.6068814,8.297824097,FT16819,neg,FT20156,FT16819,-0.0033749574438068,0.0811219615413285,FT20156,0.1872963359266727,0.6252742073398593,negFT20156
67,negFT16717,PC,PC 36:2,PC(18:0_18:2). PC(18:1_18:1),M-H+FA,posFT32887,830.5912957,7.445568339,FT16717,neg,FT20030,FT16717,0.0008755505064437,-0.1911383811146277,FT20030,0.5660434191596375,0.7390622307738355,negFT20030
68,negFT16623,PC,PC 36:3,PC(16:0_20:3). PC(18:1_18:2),M-H+FA,posFT32757,828.5758053,6.76484019,FT16623,neg,FT19913,FT16623,0.0067528361077053,-0.2060185534369688,FT19913,0.5512453475892354,0.6360040384734676,negFT19913
69,negFT16625,PC,PC 36:3,PC(16:0_20:3). PC(18:1_18:2),M-H+FA,posFT32755,828.5758302,7.136646525,FT16625,neg,FT19914,FT16625,-0.0068585841772152,-0.1192679131978299,FT19914,0.6477407388609462,0.7256176444624701,negFT19914
70,negFT17228,PC,PC 37:3,PC(18:2_19:1),M-H+FA,posFT33879,842.5912537,7.111606598,FT17228,neg,FT20647,FT17228,0.001991515962004,-0.5097010801954187,FT20647,0.5582827301950113,0.7952060465382583,negFT20647
71,negFT17982,PC,PC 38:1,PC(18:0_20:1). PC(18:1_20:0),M-H+FA,posFT35264,860.6388691,9.383474223,FT17982,neg,FT21608,FT17982,0.0027690062771235,-0.5513083053278965,FT21608,0.567598781807447,0.6619501977970684,negFT21608
72,negFT17983,PC,PC 38:1,PC(38:1),M-H+FA,,860.6388606,9.675869751,FT17983,neg,FT21609,FT17983,-0.0024538515074734,-0.6080485854158614,FT21609,0.4487041074583719,0.6395053458569758,negFT21609
73,negFT17882,PC,PC 38:2,PC(18:0_20:2). PC(18:1_20:1),M-H+FA,posFT35133,858.6228666,8.429867045,FT17882,neg,FT21488,FT17882,-0.0144175319413015,-0.2048050195585833,FT21488,0.6980499385564738,0.8037096169151128,negFT21488
74,negFT17779,PC,PC 38:3,PC(18:0_20:3). PC(18:1_20:2),M-H+FA,posFT34954,856.6068613,7.762237549,FT17779,neg,FT21361,FT17779,-0.0069531999660359,-0.3865104121107802,FT21361,0.4197751505952267,0.4683238954399427,negFT21361
75,negFT17682,PC,PC 38:4,PC(16:0_22:4). PC(18:1_20:3),M-H+FA,posFT34804,854.5912536,7.086327616,FT17682,neg,FT21217,FT17682,0.0036245823368146,-0.3767379215845439,FT21217,0.4035095028188705,0.5175523343501894,negFT21217
76,negFT17603,PC,PC 38:5,PC(18:1_20:4). PC(22:5_16:0),M-H+FA,posFT34624,852.5757078,6.661596171,FT17603,neg,FT21098,FT17603,0.0065336545284271,-0.3836045778206058,FT21098,0.4006689695720399,0.4195649526434511,negFT21098
77,negFT17521,PC,PC 38:6,PC(16:0_22:6). PC(18:2_20:4),M-H+FA,posFT34487,850.5601472,6.275895182,FT17521,neg,FT20999,FT17521,0.0008340395736645,-0.4273798294466451,FT20999,0.6607714518399854,0.7844969867829645,negFT20999
78,negFT17444,PC,PC 38:7,PC(16:1_22:6),M-H+FA,posFT34345,848.5447978,5.779299164,FT17444,neg,FT20904,FT17444,-0.0055721654716434,-0.1139830569145893,FT20904,0.5938666585087682,0.8159279333959268,negFT20904
79,negFT18954,PC,PC 40:3,PC(18:0_22:3). PC(18:1_22:2),M-H+FA,posFT36893,884.6382682,8.682246908,FT18954,neg,FT22777,FT18954,-0.0144807686749501,-0.5170346772919425,FT22777,0.3914446646803666,0.7281559636794963,negFT22777
80,negFT18886,PC,PC 40:4,PC(18:0_22:4),M-H+FA,posFT36746,882.6224804,8.120493571,FT18886,neg,FT22694,FT18886,-0.0094666161764713,-0.5425442438596187,FT22694,0.7190945041737962,0.6101823977323968,negFT22694
81,negFT18738,PC,PC 40:6,PC(18:1_22:5),M-H+FA,posFT36466,878.5911231,7.119747925,FT18738,neg,FT22505,FT18738,-0.005634856067,-0.542889408355525,FT22505,0.6310084556879133,0.7780298996777991,negFT22505
82,negFT18739,PC,PC 40:6,PC(22:4_18:2). PC(22:5_18:1),M-H+FA,posFT36467,878.5912258,6.770329793,FT18739,neg,FT22506,FT18739,0.0015100469472786,-0.6344323128108503,FT22506,0.5139119569667189,0.5688496009203668,negFT22506
83,negFT18740,PC,PC 40:6,PC(20:4_20:2),M-H+FA,,878.591349,6.634371185,FT18740,neg,FT22507,FT18740,-0.0296848776162361,-0.4916282707734644,FT22507,0.0385631668453359,0.4716012443962906,negFT22507
84,negFT18658,PC,PC 40:7,PC(18:1_22:6),M-H+FA,posFT36328,876.5755926,6.417921448,FT18658,neg,FT22397,FT18658,0.0023854408809622,-0.6527218147389421,FT22397,0.5852288983172028,0.7476909459669169,negFT22397
86,negFT18561,PC,PC 40:8,PC(18:2_22:6),M-H+FA,posFT36213,874.5601735,5.899345398,FT18561,neg,FT22292,FT18561,-0.0068742446491851,-0.5049168490936239,FT22292,0.542404733934284,0.7423499289154499,negFT22292
88,negFT20153,PC,PC 42:2,PC(18:1_24:1),M-H+FA,posFT38799,914.6850458,11.17610982,FT20153,neg,FT24118,FT20153,-0.0288231685263546,-0.918855666914378,FT24118,0.82813951979067,0.9216413969311632,negFT24118
89,negFT20080,PC,PC 42:3,PC(18:2_24:1). PC(24:3_18:0),M-H+FA,posFT38656,912.6693479,10.02596792,FT20080,neg,FT24018,FT20080,-0.0131282421239387,-1.1175190472254752,FT24018,0.5187698143125995,0.8709814971790715,negFT24018
90,negFT20014,PC,PC 42:4,PC(18:0_24:4),M-H+FA,posFT38543,910.6532152,9.057987976,FT20014,neg,FT23947,FT20014,-0.0145492273913134,-0.9801485639919618,FT23947,0.448624987009699,0.6288374938402095,negFT23947
92,negFT21253,PC,PC 44:1,PC(18:1_26:0),M-H+FA,posFT40592,944.7319137,13.99227295,FT21253,neg,FT25380,FT21253,-0.0099456574152565,-0.5018376654105412,FT25380,0.7611773351110007,0.7287863249448634,negFT25380
93,negFT21177,PC,PC 44:2,PC(18:1_26:1). PC(16:1_28:1),M-H+FA,posFT40490,942.7161175,12.86674093,FT21177,neg,FT25299,FT21177,0.003464328856884,-0.985627814041396,FT25299,0.7080079098723339,0.8841029932362654,negFT25299
95,negFT21653,PC,PC 45:2,PC(18:1_27:1). PC(17:1_28:1),M-H+FA,posFT41307,956.7318751,13.509876,FT21653,neg,FT25884,FT21653,-0.0205005868893675,-0.7452824517468621,FT25884,0.6830557053936557,0.7494746011940813,negFT25884
96,negFT22111,PC,PC 46:2,PC(18:1_28:1),M-H+FA,posFT42138,970.7473285,14.00263367,FT22111,neg,FT26476,FT22111,-0.0017738450696356,-0.8838632252664215,FT26476,0.5549133286600789,0.6867227616722394,negFT26476
97,negFT22047,PC,PC 46:3,PC(18:1_28:2). PC(18:2_28:1),M-H+FA,posFT42010,968.7311628,13.12966715,FT22047,neg,FT26394,FT22047,-0.0107676229774504,-0.9543390779536352,FT26394,0.4171771143061342,0.6992648230034807,negFT26394
98,negFT21912,PC,PC 46:5,PC(20:4_26:1),M-H+FA,posFT41773,964.7004412,11.47699788,FT21912,neg,FT26198,FT21912,-0.0165215563383487,-1.539382503109135,FT26198,0.751581747789588,0.9254642301764552,negFT26198
99,negFT19499,PC,PC 42:10,PC(20:4_22:6),M-H+FA,posFT37729,898.5600708,5.823169454,FT19499,neg,FT23401,FT19499,-0.0048279411935201,-0.5967545971032366,FT23401,0.4690368433628352,0.7502887954684453,negFT23401
100,negFT19575,PC,PC 42:9,PC(20:3_22:6),M-H+FA,posFT37923,900.5758765,6.074592082,FT19575,neg,FT23483,FT19575,-0.0059144573682319,-0.1777398948369635,FT23483,0.4073584979145417,0.6283004217821367,negFT23483
101,negFT19754,PC,PC 42:7,PC(22:6_20:1),M-H+FA,posFT38217,904.6067971,7.228326925,FT19754,neg,FT23690,FT19754,-0.0110298359744005,-0.7939431486695424,FT23690,0.8022503431151033,0.8505809984821275,negFT23690
102,negFT06275,LPE,LPE 20:2,LPE(20:2),M-H,posFT14823,504.3094051,3.084777578,FT06275,neg,FT06741,FT06275,0.0060940846028398,2.285280379597594,FT06741,0.2464136185398019,0.9217745673102654,negFT06741
103,negFT06308,LPE,LPE 20:1,LPE(20:1),M-H,posFT14905,506.3250619,3.485810852,FT06308,neg,FT06775,FT06308,-0.0089495922633626,2.2943154403388446,FT06775,0.474578673879335,0.9248680171066403,negFT06775
104,negFT07340,LPE,LPE 24:4,LPE(24:4),M-H,posFT18088,556.3409802,3.485906601,FT07340,neg,FT08164,FT07340,-0.0090845113872015,1.9539115067502055,FT08164,0.3556710262929676,0.8953021061487497,negFT08164
105,negFT11069,PE,PE 32:1,PE(14:0_18:1). PE(16:0_16:1),M-H,posFT26641,688.4925709,6.551544698,FT11069,neg,FT13026,FT11069,0.004930319205143,0.8524867546314147,FT13026,0.5799273920111587,0.4740994048571282,negFT13026
106,negFT12045,PE,PE 34:2,PE(16:1_18:1). PE(16:0_18:2),M-H,posFT28281,714.5082695,6.707237244,FT12045,neg,FT14167,FT12045,0.0085989781948052,0.7215153553346048,FT14167,0.4774767068521441,0.486390544004105,negFT14167
107,negFT11968,PE,PE 34:3,PE( 16:1_18:2),M-H,posFT28184,712.4927822,6.116727702,FT11968,neg,FT14079,FT11968,6.031790794747138e-05,0.6937154244613738,FT14079,0.6219434759110346,0.6038438493478587,negFT14079
108,negFT12694,PE,PE 35:1,PE(18:1_17:0),M-H,,730.5394856,7.963828532,FT12694,neg,FT14888,FT12694,-0.0010255585110083,0.3633162801851977,FT14888,0.5982657959137712,0.4615836262007167,negFT14888
109,negFT12617,PE,PE 35:2,PE(18:1_17:1),M-H,posFT29113,728.5238038,7.153118896,FT12617,neg,FT14794,FT12617,0.0005516706427313,0.5410973770162502,FT14794,0.873095443766394,0.8352003973992064,negFT14794
110,negFT12930,PE,PE 36:5,PE(16:1_20:4),M-H,posFT29625,736.4928142,6.067011007,FT12930,neg,FT15179,FT12930,0.0017057772004047,0.7345929681936719,FT15179,0.5793691587633114,0.6496165038790692,negFT15179
111,negFT12837,PE,PE 36:6,PE(22:6_14:0),M-H,posFT29497,734.4770235,5.732877604,FT12837,neg,FT15068,FT12837,-0.0007226374937951,0.8575904855638058,FT15068,0.7841966117630013,0.7014065874614054,negFT15068
112,negFT13638,PE,PE 37:4,PE(17:0_20:4),M-H,,752.5240393,7.119257609,FT13638,neg,FT16013,FT13638,0.0015934885742971,0.4265029130368971,FT16013,0.6771453981328103,0.442599711988936,negFT16013
113,negFT14327,PE,PE 38:1,PE(20:1_18:0),M-H,posFT32133,772.5864524,9.71771342,FT14327,neg,FT16986,FT14327,0.0003657092569344,-0.0242795126184533,FT16986,0.7818446860168784,0.1981250291788892,negFT16986
